question,answer,times_asked
"sqs, sns, kinesis, lambda:select an option^yes^no",,1.0
experience node js or nest js:select an option^yes^no,,1.0
please describe your experience react,,1.0
need a visa to work canada:select an option^yes^no,,1.0
energy storage,,1.0
golang / go,,1.0
can jowith30 days:select an option^yes^no,,1.0
what's your current english level:basic^intermediate^advanced,,1.0
knowledge google analytics:select an option^yes^no,,1.0
what best describes your gender:select an option^female/woman^male/man^non-binary/gender-diverse^prefer not to say,,1.0
desired compensation,,1.0
your top area expertiseiosandroidfull stack web & cloud infrabig data & analyticsembedded devicesother:ios^android^full stack web & cloud infra^big data & analytics^embedded devices^other,,1.0
ksqldb,,1.0
payments,,1.0
what are your strongest and weakest suites be development,,1.0
experience paired programming:select an option^yes^no,,1.0
¿cuántos años de experiencia tienes con typescript,,1.0
are legally authorized to work the united states for our company:select an option^no^yes,,1.0
level proficiency english:select an option^inexistant^conversationnel^professionnel^natif ou bilingue,,1.0
tienes la capacidad de sostener una conversación en ingles:select an option^yes^no,,1.0
azure,,1.0
running services containers,,1.0
quality assurance,,1.0
what are skills and/or experiences are excited to bring to a new team,,1.0
"please explayour rating regarding your knowledge data structures, algorithms, and modern design patterns.",,1.0
experience aws serves as well as s3 and cloudfront:select an option^yes^no,,1.0
mulesoft api,,1.0
experience kubernetes:select an option^yes^no,,1.0
experience big o notation:select an option^yes^no,,1.0
"this position offers approximately $57k/yr., would this salary work for you:select an option^yes^no",,1.0
are ok for an initial 6 month contract:select an option^yes^no,,1.0
"this position requires candidates to be us citizens, are a us citizen:select an option^yes^no",,1.0
how many year  dataraptors,,1.0
agile experience:select an option^yes^no,,1.0
must be able to work on-site montreal 2 days/month:select an option^yes^no,,1.0
há quantos anos você já usa c# no trabalho,,1.0
what types projects enjoy working on the most,,1.0
3-5 years' streamweaver experience:select an option^yes^no,,1.0
experience energy storage and renewables:select an option^yes^no,,1.0
previous experience java web development:select an option^yes^no,,1.0
experience go (programming language),,1.0
i am most interested working as ateam lead/project manager coordinating other peopledeveloper writing code:team lead/project manager coordinating other people^developer writing code,,1.0
how would rate yourself php development on a scale 1 to 10,,1.0
¿cuántos años de experiencia tienes con programación,,1.0
"sql, wcf/web services, wpf/winforms, visual studio ide",,1.0
employee benefits,,1.0
"the base salary range for this position is $80,000 - $85,000 annually. does this meet your salary expectations",,1.0
wie viele jahre erfahrung im bereich eng haben sie,,1.0
developing spring boot microservices,,1.0
aws  have,,1.0
3d,,1.0
.net have,,1.0
learning management system (lms)  on which platforms,,1.0
"live the approved states to work remotely (az, ca, fl, id, il, tn, tx, wa or oh):select an option^yes^no",,1.0
are or with1 hour driving distance any the approved remote locations:select an option^yes^no,,1.0
cual es tu expectativa salarial,,1.0
are familiarity databases (e.g. mysql):select an option^yes^no,,1.0
a software development role,,1.0
"how soon after offer acceptance, can start the role",,1.0
"has there been a solution developed code for. explawho was using, what was it used for",,1.0
¿puedes realizar la beca a jornada completa:select an option^yes^no,,1.0
api java,,1.0
"live in, and the legal right to work the usa:select an option^yes^no",,1.0
você trabalharia remotamente:sim^não,,1.0
working software engineer,,1.0
experience understanding data flow & integration between multiple cloud enterprise applications:select an option^yes^no,,1.0
web / mobile development  have,,1.0
application security,,1.0
experience building modern apis .net,,1.0
are located in/able to commute to the nashville area once per month or quarter:select an option^yes^no,,1.0
professional  react.js,,1.0
"persons disabilities based on the definition below, are a person a disability:yes^no^i prefer not to say",,1.0
analytics,,1.0
5+ years experience ui/ux designer:select an option^yes^no,,1.0
microsoft azure machine learning,,1.0
are willing to work cst hours:select an option^yes^no,,1.0
blazor,,1.0
product development,,1.0
"' experience java, preferably backend",,1.0
"strong experience designing, coding, debugging, and developing asp.net, angular or react, and rest web solutions:select an option^yes^no",,1.0
domaexperience,,1.0
4 or more years experience functioning netsuite developer:select an option^yes^no,,1.0
hyper-v,,1.0
an ide:select an option^yes^no,,1.0
are currently located the united states and legally authorized to work the united states:select an option^yes^no,,1.0
renewable energy generation,,1.0
building etl applications,,1.0
salary expectation mxn,,1.0
python development,,1.0
8.0,,1.0
"require sponsorship to work for any employer the us:yes, i require sponsorship to work for any employer the us^no, i not require sponsorship to work for any employer the us",,1.0
the ability to build http rest clients and services python which integrate 3rd party apis:select an option^yes^no,,1.0
avez-vous un minimum de 5 années d'expérience profesionnelle en développement logiciel:select an option^yes^no,,1.0
¿cuántos años de experiencia tienes como tecnología de la información,,1.0
mulesoft architect certification - preferred:select an option^yes^no,,1.0
are an us citizen / green card holder:select an option^yes^no,,1.0
total  ( right from the beginning your career till date ),,1.0
experience python:yes^no,,1.0
wie viele jahre erfahrung haben sie mit react.js,,1.0
há quantos anos você já usa jira no trabalho,,1.0
"css, css extension languages (less, sass), and css preprocessor tools:select an option^yes^no",,1.0
ios and android mobile development,,1.0
você completou o curso bacharelado:sim^não,,1.0
will now or the future require sponsorship for employment visa status:select an option^yes^no,,1.0
node.js:select an option^0^1^2^3^4^5+,,1.0
any experience working for a similar industry (i.e. saas or computer software):select an option^yes^no,,1.0
team leadership have,,1.0
experience developing ai models for computer vision:select an option^yes^no,,1.0
"will now or the future require sponsorship for employment visa status (for example, h-1b visa status):yes^no",,1.0
professional experience working object-oriented design principles:yes^no,,1.0
"briefly describe your relevant experience, and why would be a great candidate for this role.",,1.0
"building large, complex systems",,1.0
22.0,,1.0
already watched the video linked the job description,,1.0
usability,,1.0
experience developing solutions for data warehouse loads and system integrations etl tools such as aws glue or informatica powercenter or iics:select an option^yes^no,,1.0
developer documentation,,1.0
salaire recherché,,1.0
are based canada:yes^no,,1.0
hubspot,,1.0
ampscript,,1.0
a minimum 5 years experience unix:select an option^yes^no,,1.0
developing and bug fixing have,,1.0
distributed databases,,1.0
programming  have:1 or less^2^3^4^5 or more,,1.0
how did hear about our organization:select an option^indeed^linkedin^glassdoor^google^handshake^referral^agency^other,,1.0
are able to independently perform the essential functions the position for which are applying:yes^no,,1.0
experience on machine learning,,1.0
been coding consistently for the last 5 years:select an option^yes^no,,1.0
medical imaging,,1.0
are available for a 15-mins video (ms teams) call:select an option^yes^no,,1.0
disaster recovery,,1.0
microsoft visual studio code,,1.0
haute tension,,1.0
aws cloud,,1.0
28.0,,1.0
vmware esxi,,1.0
node js - senior software engineer experience:select an option^yes^no,,1.0
as-tu une quelconque expérience dans le domaine manufacturier:select an option^no^yes,,1.0
while the training is remote the job requires nationwide relocation. are comfortable to relocate anywhere the continental us:select an option^yes^no,,1.0
experience quickbase,,1.0
angular 2+,,1.0
¿  have,,1.0
year experience client service delivery experience,,1.0
overall,,1.0
are currently legally documented to work canada:select an option^yes^no,,1.0
expert knowledge html5:select an option^yes^no,,1.0
a valid canadian work permit:select an option^yes^no,,1.0
relational database management systems (rdbms),,1.0
"3+ years production experience using, ideally python or go:select an option^yes^no",,1.0
are a native english speaker (us/canadian accent):select an option^yes^no,,1.0
"i certify that all information provided this form and my resume is truthful, complete, and accurate.i certify that all information provided this form and my resume is truthful, complete, and accurate.:yes^no",,1.0
while the training is remote the job requires nationwide relocation. are comfortable to relocate anywhere the continental us.:select an option^yes^no,,1.0
"ever worked for m3 or any subsidiaries the u.s or globally any capacity, including full-time and part-time employment, contracting, consulting, internships or temporary work",,1.0
